model,family,mode,seed,window_start_s,window_label,prediction,sensor_score,sensor_cusum,sensor_alarm,ddm_state,adaptive_window_state,model_reset,source_model,feature_count
static_gaussian,sybil,control,567890,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,567890,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,567890,240,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,567890,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,567890,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,567890,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,567890,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,0,0,0,9.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,240,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,567890,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,0,0,0,9.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,240,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,567890,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,0,0,0,9.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,240,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,567890,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
